Category,Sub-Category,Profit per Order,Quantity,Sales,Sales per Customer
Technology,Accessories,21.41,6,102,101.94
Technology,Accessories,10.2,6,54,53.7
Technology,Machines,1416.8,7,3080,3080
Technology,Phones,181.98,7,700,699.93
Technology,Phones,229.3,7,882,881.93
Technology,Phones,293.98,7,1050,1049.93
Technology,Phones,764.38,7,2940,2939.93
Technology,Phones,23.44,7,84,83.72
Technology,Accessories,23.99,8,240,239.92
Technology,Copiers,751.96,8,1600,1599.92
Technology,Accessories,47.86,9,252,251.91
Technology,Phones,561.56,12,1872,1871.88
Technology,Accessories,-2.57,1,206,205.99
Technology,Accessories,5.96,1,23,22.7
Technology,Phones,14.59,1,117,116.76
Technology,Accessories,-4.14,2,110,110.4
Technology,Accessories,-2.7,2,24,24
Technology,Accessories,13.2,2,48,47.98
Technology,Accessories,0.48,2,2,1.58
Technology,Copiers,311.99,2,960,959.98
Technology,Phones,84.6,2,752,751.98
Technology,Phones,4.2,2,56,55.98
Technology,Phones,31.2,2,250,249.58
Technology,Phones,9.24,2,106,105.58
Technology,Phones,10.88,2,109,108.78
Technology,Accessories,10.9,3,87,87.17
Technology,Accessories,81.59,3,384,383.98
Technology,Accessories,-2.48,3,17,16.56
Technology,Accessories,17.88,3,68,68.11
Technology,Accessories,15.6,3,96,95.98
Technology,Phones,37.79,3,108,107.98
Technology,Phones,107.98,3,864,863.88
Technology,Phones,19.97,3,177,177.48
Technology,Phones,37.8,3,302,302.38
Technology,Phones,-9.15,3,41,40.68
Technology,Accessories,8.35,4,35,35.17
Technology,Accessories,-1.12,4,90,89.57
Technology,Accessories,8.35,4,35,35.17
Technology,Phones,9.6,4,96,95.97
Technology,Accessories,-1.4,5,112,111.96
Technology,Accessories,-8.17,5,73,72.6
Technology,Accessories,107.79,5,431,431.16
Technology,Phones,85.25,5,1364,1363.96
Technology,Phones,50.4,5,504,503.96
Technology,Phones,13.57,5,181,180.96
Technology,Accessories,14.63,6,51,50.88
Technology,Phones,70.55,7,706,705.54
Technology,Phones,-32.38,9,144,143.93
Technology,Machines,-572,2,1300,1299.99
Technology,Machines,-272.58,2,649,649
Technology,Machines,-944.99,3,2625,2624.99
Technology,Accessories,15.22,1,36,36.24
Technology,Accessories,15.22,1,36,36.24
Technology,Accessories,4.29,1,11,10.99
Technology,Accessories,1.64,1,16,16.36
Technology,Accessories,6.8,1,20,19.99
Technology,Copiers,90,1,300,299.99
Technology,Accessories,21.79,2,73,72.64
Technology,Accessories,43.16,2,120,119.9
Technology,Accessories,10.5,2,50,50
Technology,Accessories,3.4,2,18,17.9
Technology,Copiers,449.99,2,1000,999.98
Technology,Accessories,556.97,3,1266,1265.85
Technology,Accessories,52.49,3,150,149.97
Technology,Accessories,177.59,3,480,479.97
Technology,Accessories,146.77,3,772,772.47
Technology,Accessories,40.31,3,168,167.97
Technology,Accessories,3.38,3,56,56.4
Technology,Accessories,129.35,3,323,323.37
Technology,Accessories,19.74,3,141,140.97
Technology,Accessories,70.1,3,171,170.97
Technology,Accessories,8.11,3,101,101.34
Technology,Accessories,132.59,3,390,389.97
Technology,Accessories,11.77,3,91,90.57
Technology,Accessories,69.99,4,200,199.96
Technology,Accessories,176.79,4,520,519.96
Technology,Accessories,15.3,4,46,46.36
Technology,Accessories,15.92,4,45,45.48
Technology,Accessories,4.07,4,68,67.8
Technology,Accessories,145.13,4,440,439.8
Technology,Accessories,7.81,4,56,55.76
Technology,Accessories,343.98,4,800,799.96
Technology,Accessories,52.77,4,480,479.72
Technology,Accessories,21.99,5,200,199.95
Technology,Accessories,95.2,5,595,595
Technology,Accessories,12.25,5,175,174.95
Technology,Accessories,8.5,5,45,44.75
Technology,Accessories,46.8,6,120,120
Technology,Accessories,91.32,6,217,217.44
Technology,Accessories,43.6,7,112,111.79
Technology,Accessories,200.86,9,1116,1115.91
Technology,Accessories,18.5,9,93,92.52
Technology,Accessories,6.62,12,83,82.8
Technology,Accessories,87.2,14,224,223.58
Technology,Machines,104,1,1040,1039.99
Technology,Phones,3.5,1,56,55.99
Technology,Phones,-3,1,16,15.99
Technology,Phones,9.45,1,108,107.98
Technology,Phones,13.72,1,157,156.79
Technology,Accessories,2,2,32,31.98
Technology,Accessories,-5.26,2,30,30.08
Technology,Accessories,0.6,2,48,47.98
Technology,Copiers,60,2,480,479.98
Technology,Copiers,377.99,2,1120,1119.98
Technology,Machines,223.05,2,686,686.32
Technology,Machines,77.22,2,686,686.4
Technology,Machines,41.88,2,558,558.4
Technology,Phones,11.2,2,112,111.98
Technology,Phones,12.6,2,202,201.58
Technology,Phones,19.04,2,218,217.58
Technology,Phones,24,2,240,239.98
Technology,Phones,71.99,2,576,575.92
Technology,Phones,5.22,2,46,46.38
Technology,Phones,24,2,240,239.98
Technology,Phones,20.16,2,202,201.58
Technology,Phones,9.24,2,106,105.58
Technology,Phones,114,2,912,911.98
Technology,Phones,125.2,2,1002,1001.58
Technology,Phones,15.6,2,250,249.58
Technology,Accessories,-10.8,3,96,95.98
Technology,Copiers,161.99,3,480,479.98
Technology,Machines,216,3,1920,1919.98
Technology,Machines,24.29,3,72,71.98
Technology,Machines,116.24,3,372,371.98
Technology,Machines,62.82,3,838,837.6
Technology,Phones,22.68,3,302,302.38
Technology,Phones,14.76,3,197,196.78
Technology,Phones,9,3,144,143.98
Technology,Phones,10.35,3,166,165.6
Technology,Phones,7.77,3,89,88.78
Technology,Phones,19.97,3,177,177.48
Technology,Phones,10.05,3,161,160.78
Technology,Phones,15.11,3,43,43.18
Technology,Phones,22.68,3,302,302.38
Technology,Phones,25.02,3,334,333.58
Technology,Phones,12.42,3,110,110.38
Technology,Phones,130.49,3,360,359.98
Technology,Phones,44.24,3,708,707.88
Technology,Phones,52.92,3,470,470.38
Technology,Phones,8.14,3,109,108.58
Technology,Phones,54.59,3,156,155.98
Technology,Phones,19.75,3,53,52.68
Technology,Phones,7.77,3,89,88.78
Technology,Phones,27,3,432,431.98
Technology,Accessories,-16.61,4,102,102.24
Technology,Accessories,-31.6,4,253,252.8
Technology,Accessories,-6.53,4,58,58.08
Technology,Accessories,-2.92,4,47,46.69
Technology,Machines,139.99,4,448,447.97
Technology,Machines,97.19,4,288,287.97
Technology,Phones,36,4,320,319.97
Technology,Phones,18.48,4,211,211.17
Technology,Phones,5.76,4,58,57.57
Technology,Phones,-31.99,4,160,159.97
Technology,Phones,52,4,416,415.97
Technology,Phones,23.76,4,211,211.17
Technology,Phones,248,4,1984,1983.97
Technology,Phones,38.36,4,438,438.37
Technology,Phones,-87.67,4,438,438.34
Technology,Phones,32.92,5,88,87.8
Technology,Phones,1.38,5,22,22
Technology,Phones,47.24,5,540,539.92
Technology,Phones,42.49,5,340,339.96
Technology,Phones,39,5,624,623.96
Technology,Phones,12.23,5,140,139.8
Technology,Phones,55.74,5,446,445.96
Technology,Phones,84.49,5,676,675.96
Technology,Phones,68.6,5,784,783.96
Technology,Phones,125.3,5,1432,1432
Technology,Phones,4.36,5,44,43.6
Technology,Machines,35.62,6,106,105.55
Technology,Phones,58.18,6,776,775.73
Technology,Accessories,12.31,7,90,89.54
Technology,Machines,334.5,7,2973,2973.32
Technology,Phones,-28.97,7,129,128.74
Technology,Phones,66.63,7,666,666.34
Technology,Phones,32.34,7,370,369.54
Technology,Phones,52.49,7,420,419.94
Technology,Phones,-31.49,7,140,139.94
Technology,Phones,75.6,7,1008,1007.94
Technology,Phones,4.47,8,45,44.74
Technology,Phones,60.15,8,602,601.54
Technology,Phones,50.4,8,806,806.34
Technology,Phones,27.3,8,243,242.62
Technology,Accessories,64.79,9,432,431.93
Technology,Phones,10.77,9,144,143.64
Technology,Phones,70.2,9,1123,1123.13
Technology,Accessories,-18.19,10,104,103.92
Technology,Accessories,16.78,10,56,55.92
Technology,Phones,26.97,10,80,79.92
Technology,Machines,-21.94,5,30,29.93
Furniture,Bookcases,39.75,2,142,141.96
Furniture,Tables,-31.03,1,128,127.78
Furniture,Bookcases,-14.14,2,141,141.37
Furniture,Chairs,-39.64,5,213,213.43
Furniture,Chairs,0,5,528,528.43
Furniture,Chairs,-56.34,5,563,563.43
Furniture,Chairs,-29.28,6,1025,1024.72
Furniture,Tables,-71.81,6,718,718.12
Furniture,Bookcases,-117.88,9,825,825.17
Furniture,Bookcases,-36.12,6,1228,1228
Furniture,Furnishings,-11.65,2,21,21.18
Furniture,Furnishings,-11.66,3,21,21.2
Furniture,Furnishings,-1.48,4,5,4.93
Furniture,Furnishings,-8.53,6,23,22.75
Furniture,Furnishings,-8.92,7,22,22.29
Furniture,Bookcases,20.48,1,82,81.94
Furniture,Chairs,23.58,2,262,261.96
Furniture,Furnishings,8.55,2,25,25.16
Furniture,Furnishings,6.37,2,13,13.28
Furniture,Furnishings,50.56,2,211,210.68
Furniture,Furnishings,14.7,4,35,35
Furniture,Furnishings,66.54,7,136,135.8
Furniture,Bookcases,185.26,9,639,638.82
Furniture,Furnishings,175.14,13,547,547.3
Furniture,Chairs,97.65,2,463,462.56
Furniture,Chairs,2.31,3,208,207.85
Furniture,Chairs,209.27,10,1449,1448.82
Furniture,Furnishings,16.32,2,69,68.7
Furniture,Furnishings,10.39,2,52,51.97
Furniture,Furnishings,-29.48,2,168,168.46
Furniture,Furnishings,9.54,3,42,42.41
Furniture,Furnishings,2.7,3,11,11.35
Furniture,Furnishings,-4.16,4,42,41.57
Furniture,Furnishings,9.18,4,46,45.89
Furniture,Furnishings,56.58,9,283,282.89
Furniture,Chairs,-86.06,3,317,317.06
Furniture,Tables,-127.58,3,638,637.9
Furniture,Tables,-37.11,4,200,199.84
Furniture,Tables,-13.76,4,241,240.74
Furniture,Chairs,0,7,423,422.62
Furniture,Bookcases,-53.29,4,62,61.96
Furniture,Bookcases,75.74,3,303,302.94
Furniture,Furnishings,21.75,3,128,127.95
Furniture,Tables,157.13,3,873,872.94
Furniture,Chairs,-28.6,2,208,207.98
Furniture,Chairs,10.96,2,97,97.42
Furniture,Furnishings,5.78,2,36,35.57
Furniture,Furnishings,5.37,2,20,19.52
Furniture,Furnishings,1.07,2,17,17.09
Furniture,Chairs,25.87,3,207,207
Furniture,Furnishings,7.3,3,49,48.67
Furniture,Furnishings,5.5,3,20,20.02
Furniture,Furnishings,1.37,3,5,4.99
Furniture,Furnishings,15.99,3,213,213.22
Furniture,Chairs,56.27,4,643,643.14
Furniture,Chairs,-182.64,5,1124,1123.92
Furniture,Furnishings,45.95,10,160,159.84
Furniture,Tables,-192.05,3,524,523.76
Furniture,Tables,-147.87,3,329,328.59
Furniture,Furnishings,7.34,1,22,22.23
Furniture,Tables,80.37,2,893,892.98
Furniture,Furnishings,12.06,3,45,44.67
Furniture,Furnishings,41.08,4,137,136.92
Furniture,Furnishings,24.88,5,207,207.35
Furniture,Furnishings,70.72,5,196,196.45
Furniture,Furnishings,12.15,6,42,41.88
Furniture,Tables,320.32,6,1686,1685.88
Furniture,Furnishings,55.39,7,132,131.88
Furniture,Furnishings,3.9,7,12,12.18
Furniture,Bookcases,84.29,2,478,477.67
Furniture,Bookcases,25.2,3,306,305.97
Furniture,Bookcases,6.55,5,557,556.66
Furniture,Bookcases,-36.29,6,617,617
Furniture,Bookcases,200.95,7,1553,1552.83
Furniture,Bookcases,85.18,8,483,482.66
Furniture,Chairs,13.59,1,121,120.78
Furniture,Tables,9.48,1,190,189.58
Furniture,Chairs,-9.16,2,81,81.42
Furniture,Chairs,47.85,2,478,478.48
Furniture,Chairs,-22.14,2,197,196.78
Furniture,Tables,12.1,2,161,161.28
Furniture,Chairs,71.77,3,718,717.72
Furniture,Chairs,-54.32,3,362,362.14
Furniture,Chairs,-2.7,3,216,215.98
Furniture,Chairs,-146.11,4,899,899.14
Furniture,Chairs,100.2,4,1603,1603.14
Furniture,Chairs,84.5,4,1352,1352.03
Furniture,Furnishings,4,4,25,24.64
Furniture,Chairs,-34.07,6,341,340.7
Furniture,Bookcases,-190.85,3,91,90.88
Furniture,Bookcases,-356.96,7,210,209.98
Furniture,Furnishings,4.73,3,12,11.82
Furniture,Chairs,373.78,5,1780,1779.9
Furniture,Furnishings,75.68,5,757,756.8
Furniture,Chairs,115.55,2,578,577.76
Furniture,Chairs,177.42,7,887,887.1
Furniture,Furnishings,3.95,2,14,14.37
Furniture,Furnishings,12.33,7,70,70.45
Furniture,Chairs,-34.92,3,611,611.06
Furniture,Chairs,-137.53,5,458,458.43
Furniture,Chairs,-2.69,7,189,188.55
Furniture,Tables,-147.87,3,329,328.59
Furniture,Furnishings,-2.1,1,56,55.97
Furniture,Furnishings,2.55,4,16,15.71
Furniture,Tables,-199.51,4,630,630.02
Furniture,Furnishings,2.96,3,9,9.24
Furniture,Furnishings,12,3,35,35.28
Furniture,Furnishings,8.1,4,28,27.92
Furniture,Tables,45.37,4,284,283.56
Furniture,Furnishings,23.38,5,63,63.2
Furniture,Chairs,27.18,3,362,362.35
Furniture,Chairs,78.77,3,700,700.15
Furniture,Chairs,-219.16,6,1349,1348.7
Furniture,Tables,80.84,7,1293,1293.49
Furniture,Tables,-14.99,7,400,399.67
Furniture,Chairs,-29.12,8,582,582.34
Furniture,Bookcases,24.2,2,242,241.96
Furniture,Bookcases,53.24,3,213,212.94
Furniture,Chairs,96.85,4,404,403.56
Furniture,Chairs,700.98,5,3505,3504.9
Furniture,Chairs,378.27,5,1455,1454.9
Furniture,Furnishings,27.61,5,95,95.2
Furniture,Chairs,539.25,6,1926,1925.88
Furniture,Chairs,-20.25,1,57,56.69
Furniture,Chairs,-14.48,2,253,253.37
Furniture,Chairs,-35.51,2,155,155.37
Furniture,Chairs,-29.01,3,107,106.87
Furniture,Chairs,-19.26,3,674,674.06
Furniture,Bookcases,-76.01,2,246,246.13
Furniture,Bookcases,-137.98,10,782,781.86
Furniture,Furnishings,-61.87,2,52,51.56
Furniture,Furnishings,-0.76,2,2,2.33
Furniture,Furnishings,-30.59,2,41,40.78
Furniture,Furnishings,-3.82,3,10,9.55
Furniture,Furnishings,-5.94,3,10,10.33
Furniture,Furnishings,-6.72,5,10,9.96
Furniture,Furnishings,-427.45,5,342,341.96
Furniture,Furnishings,-27.13,8,60,60.29
Furniture,Bookcases,50.83,1,221,220.98
Furniture,Furnishings,6.43,1,13,13.4
Furniture,Furnishings,7.82,1,46,45.98
Furniture,Chairs,27.06,2,246,245.98
Furniture,Furnishings,42.39,2,212,211.96
Furniture,Furnishings,2.98,2,8,8.28
Furniture,Furnishings,50.56,2,211,210.68
Furniture,Chairs,43.68,3,273,272.97
Furniture,Furnishings,30.99,3,155,154.95
Furniture,Furnishings,9.17,3,51,50.97
Furniture,Furnishings,85.18,4,208,207.76
Furniture,Chairs,294.67,5,1133,1133.35
Furniture,Furnishings,60.14,7,140,139.86
Furniture,Furnishings,101.45,8,247,247.44
Furniture,Chairs,31.02,2,254,253.76
Furniture,Chairs,36.3,3,192,192.19
Furniture,Bookcases,1.16,1,46,46.38
Furniture,Furnishings,3.79,2,15,15.17
Furniture,Furnishings,-5.45,2,34,33.57
Furniture,Furnishings,7.79,2,24,23.97
Furniture,Furnishings,7.27,3,39,38.78
Furniture,Bookcases,21.72,4,579,579.14
Furniture,Furnishings,-24.96,4,333,332.83
Furniture,Bookcases,196.69,7,1573,1573.49
Furniture,Chairs,-7.1,2,99,99.37
Furniture,Chairs,-5.52,2,387,386.68
Furniture,Chairs,-43.44,6,760,760.12
Furniture,Chairs,-108.27,7,446,445.8
Furniture,Tables,-120.05,2,313,313.18
Furniture,Tables,-99.35,3,314,313.72
Furniture,Tables,-192.05,3,524,523.76
Furniture,Tables,-69.89,5,1048,1048.35
Furniture,Bookcases,-250.54,4,522,521.96
Furniture,Bookcases,-376.69,6,483,482.94
Furniture,Chairs,168.47,2,702,701.96
Furniture,Furnishings,3.45,2,10,10.16
Furniture,Chairs,52.97,3,183,182.67
Furniture,Chairs,292.78,4,976,975.92
Furniture,Furnishings,43.74,5,398,397.6
Furniture,Chairs,70.96,6,546,545.88
Furniture,Furnishings,38.04,7,86,86.45
Furniture,Furnishings,0.74,2,5,4.93
Furniture,Chairs,-19.11,3,218,218.35
Furniture,Chairs,-35.36,3,314,314.35
Furniture,Bookcases,5.8,5,232,231.92
Furniture,Furnishings,1.85,5,12,12.32
Furniture,Chairs,101.38,9,1014,1013.83
Furniture,Tables,-29.32,3,80,79.97
Furniture,Tables,-292.1,10,876,876.3
Furniture,Furnishings,7.35,2,28,28.28
Furniture,Furnishings,14.21,2,37,37.4
Furniture,Bookcases,77.58,3,1293,1292.94
Furniture,Furnishings,40.42,3,126,126.3
Furniture,Furnishings,6.55,4,21,21.12
Furniture,Furnishings,13.83,5,36,36.4
Furniture,Furnishings,13.13,5,47,46.9
Furniture,Furnishings,100.48,6,258,257.64
Furniture,Furnishings,26.03,7,289,289.24
Furniture,Chairs,19.52,1,195,195.18
Furniture,Chairs,-14.41,1,105,104.78
Furniture,Tables,3.59,1,143,143.43
Furniture,Tables,15.35,2,136,136.46
Furniture,Tables,-1.78,2,71,71.09
Furniture,Chairs,13.76,3,122,122.35
Furniture,Chairs,-20.78,3,185,184.75
Furniture,Chairs,77.04,3,770,770.35
Furniture,Chairs,-97.55,3,650,650.35
Furniture,Tables,-99.18,3,1322,1322.35
Furniture,Furnishings,3.68,4,15,15.49
Furniture,Chairs,38.87,6,389,388.7
Furniture,Bookcases,20.93,1,161,160.98
Furniture,Chairs,7.46,1,27,26.64
Furniture,Chairs,14.56,1,91,90.99
Furniture,Chairs,119.2,2,477,476.8
Furniture,Chairs,32.63,2,192,191.96
Furniture,Chairs,50.49,2,202,201.96
Furniture,Furnishings,71.23,2,274,273.96
Furniture,Furnishings,3.78,2,10,9.68
Furniture,Furnishings,17.16,2,37,37.3
Furniture,Furnishings,7.58,2,19,18.96
Furniture,Furnishings,4.35,2,17,16.74
Furniture,Tables,200.49,2,802,801.96
Furniture,Chairs,226.96,3,873,872.94
Furniture,Chairs,81.17,3,369,368.97
Furniture,Chairs,27.44,3,183,182.94
Furniture,Chairs,43.22,3,393,392.94
Furniture,Chairs,40.59,3,369,368.97
Furniture,Furnishings,23.12,3,61,60.84
Furniture,Furnishings,79.79,3,307,306.9
Furniture,Furnishings,23.65,3,58,57.69
Furniture,Chairs,181.18,4,604,603.92
Furniture,Furnishings,6.91,4,20,20.32
Furniture,Furnishings,13.05,4,30,30.36
Furniture,Chairs,423.01,5,1459,1458.65
Furniture,Furnishings,22.99,5,100,99.95
Furniture,Bookcases,407.13,6,1566,1565.88
Furniture,Tables,241.1,6,2679,2678.94
Furniture,Chairs,427.44,7,1527,1526.56
Furniture,Furnishings,14.52,7,35,34.58
Furniture,Tables,350.43,7,1593,1592.85
Furniture,Chairs,121.76,9,1107,1106.91
Furniture,Tables,329.41,9,1569,1568.61
Furniture,Furnishings,17.16,11,69,68.64
Furniture,Chairs,-2.57,1,180,179.89
Furniture,Tables,-16.26,1,103,103.48
Furniture,Chairs,-2.06,2,48,47.99
Furniture,Chairs,-3.24,2,113,113.37
Furniture,Chairs,-8.72,2,305,305.31
Furniture,Tables,-1.42,2,99,99.37
Furniture,Tables,-18.56,2,100,99.92
Furniture,Chairs,-2.7,3,63,62.96
Furniture,Chairs,-7.71,3,540,539.66
Furniture,Chairs,0,4,242,241.5
Furniture,Chairs,-93.47,4,344,344.37
Furniture,Chairs,-57,4,798,797.94
Furniture,Chairs,-143.43,5,528,528.43
Furniture,Chairs,-93.99,5,658,657.93
Furniture,Chairs,-136.49,5,455,454.96
Furniture,Chairs,-77.33,5,318,318.43
Furniture,Tables,-121.87,5,1219,1218.73
Furniture,Chairs,-24.84,7,348,347.8
Furniture,Tables,-69.47,7,347,347.36
Furniture,Chairs,-12.08,8,845,845.49
Furniture,Chairs,-69.31,8,1213,1212.96
Furniture,Bookcases,-13,1,68,67.99
Furniture,Bookcases,-27.26,3,206,206
Furniture,Bookcases,-114.02,3,369,369.2
Furniture,Bookcases,-119.19,7,623,623.46
Furniture,Bookcases,-225.1,7,957,956.66
Furniture,Tables,-42.65,3,67,66.64
Furniture,Tables,-430.62,5,652,652.45
Furniture,Furnishings,-0.99,1,2,1.89
Furniture,Furnishings,-15.53,2,35,34.5
Furniture,Furnishings,-7.48,2,9,8.54
Furniture,Furnishings,-1.41,2,3,2.96
Furniture,Furnishings,-77.47,2,74,73.78
Furniture,Furnishings,-10.42,2,22,21.94
Furniture,Furnishings,-2.55,2,6,6.37
Furniture,Furnishings,-42.49,3,94,94.43
Furniture,Furnishings,-10.17,3,23,22.61
Furniture,Furnishings,-2.39,3,8,7.97
Furniture,Furnishings,-3.96,3,6,6.1
Furniture,Furnishings,-70.96,3,73,72.78
Furniture,Furnishings,-2.83,3,7,7.07
Furniture,Furnishings,-7.83,3,22,22.38
Furniture,Furnishings,-23.98,5,40,39.96
Furniture,Furnishings,-24.8,5,58,58.36
